,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2022-01-19,-1.2139198142795296,-1.1370034751284803,-0.9739186596100041,-0.8020207936786747,-0.6625897106342692,-0.4412115565926482,-0.13934844933485419,-0.03472195680052926,0.18951086441553744,0.27177660862068476,0.15655205546670836
2022-01-20,-1.1757773185157094,-1.0834541437383116,-0.9656470868387349,-0.7629922450514387,-0.6219106721063463,-0.3974731529306096,-0.22881469546967348,0.010820902635253482,0.2216701408615508,0.25284738488513053,0.23085039972592966
2022-01-21,-1.186772560315238,-1.1261478532340807,-0.9770088326058735,-0.822683986317709,-0.6675043057912985,-0.4016764000408757,-0.22839187227020277,-0.05391364751730034,0.2286308663640027,0.27512079771986364,0.22359140769697292
2022-01-22,-1.1748568829511246,-1.0981268264930166,-1.0067576329764032,-0.7994050439891421,-0.6375776587412175,-0.4114572407719003,-0.19350053644265122,0.0010940182894561279,0.20902872519910998,0.294939402397905,0.18504275441321377
2022-01-23,-1.1433004328382714,-1.0938521260194678,-0.9897461691523028,-0.7398883377679044,-0.647883080103973,-0.3972251027045796,-0.22509024326125257,0.009726739387580006,0.22041351691702404,0.25424475452147927,0.1673566521800214
2022-01-24,-1.1664225637695225,-1.081349545370682,-0.960877944339944,-0.8080637016777019,-0.6356769485871312,-0.43857397329883796,-0.21685862278397805,-0.01503742220871615,0.16565869821504192,0.26406592874046164,0.17978228943036026
2022-01-25,-1.1524683252881907,-1.1139468261020804,-1.0185159256503729,-0.7898538117341642,-0.6791844939717594,-0.3675324177366721,-0.23610075426565152,-0.007631159438636203,0.16232954620103737,0.2455448871718903,0.1836678792661032
2022-01-26,-1.1809452211587392,-1.0585901399266362,-1.0356417064552863,-0.8137083554661415,-0.6784472976471468,-0.36019111851741925,-0.19602330791044267,0.020775119096927187,0.20463707851174684,0.2220130188592229,0.20127692239716927
2022-01-27,-1.202869368235094,-1.1224223904126123,-0.9449869050443823,-0.8163996641175074,-0.6571821789949256,-0.4065113588539999,-0.19508254518587895,-0.0253102640660842,0.1587807784053411,0.28678432821503,0.21830183193454517
2022-01-28,-1.1835174803107424,-1.1012153159903946,-0.9692854449548366,-0.7433880517531917,-0.6953763710113914,-0.3464931730650447,-0.21495062782846971,-0.022112137052611697,0.1856698775692181,0.26728582879863527,0.16701635790065167
2022-01-29,-1.2015767845068646,-1.1003260658584457,-0.9662897391008832,-0.7771820018479573,-0.6632015043291775,-0.416433687452634,-0.18858757195188416,-0.01884508119136869,0.21282180846935753,0.26973149626493376,0.21881474996968264
2022-01-30,-1.1418932724760575,-1.133899849394104,-1.0077710707360448,-0.7775086754394279,-0.6495287299574768,-0.3958398465489614,-0.25230377173870827,0.023282493585213553,0.22948367672176173,0.24448001315029338,0.209591493924914
2022-01-31,-1.1604892010802144,-1.112395784368079,-0.9618107764069375,-0.8226568838715065,-0.6106330878198566,-0.369451751399238,-0.2229203130314595,0.027058365678516758,0.18839563074919746,0.26511343378049435,0.18205628473623392
2022-02-01,-1.1666403498302091,-1.1006153247649557,-0.9727719450567067,-0.7706846275432083,-0.6445852075141703,-0.41612827375148853,-0.2089026419011891,-0.03955041810750632,0.17909823037139191,0.29776168248363727,0.16817904036215892
2022-02-02,-1.1481647956496754,-1.1148664017836134,-1.0186715651515879,-0.7501278270555324,-0.6384326639335505,-0.43860210217736395,-0.23337043812795183,0.021092642977412913,0.2039481648324116,0.2709571577141085,0.1988424422269362
2022-02-03,-1.2289812035015488,-1.0424566940020548,-0.9428727077816216,-0.7497428666177548,-0.624367896962218,-0.44377271977893934,-0.2471976190739361,0.016992914520214064,0.16968162077343474,0.27224980081291733,0.17003049476897988
2022-02-04,-1.163199138689729,-1.1238681793132834,-0.9739355043828269,-0.7611942567331412,-0.6770190271956716,-0.3513819233757287,-0.2105999865992564,0.035937282787950456,0.19276544631936912,0.27728561947329033,0.2226894337557699
2022-02-05,-1.2100980743559648,-1.0728463180448446,-0.987234028900337,-0.8055690691882404,-0.6564589963076299,-0.41555754601432476,-0.18498142757183675,0.007295771054804173,0.1974680690447377,0.2417585170414833,0.1695710009483396
2022-02-06,-1.1769493815234897,-1.0803564937331283,-0.9862177327114784,-0.7689399036320231,-0.5911326742667506,-0.4064114081473104,-0.16971527927618518,-0.0028744920688124035,0.19753241112138217,0.28885502254071094,0.21192466576723062
2022-02-07,-1.1840036223332502,-1.1015574858841763,-1.0265914801573788,-0.7595213085096543,-0.6531889880811822,-0.4290300344795958,-0.2148931296017038,0.027419484642721988,0.2010016543238776,0.24240911460553474,0.19677365835805347
2022-02-08,-1.1591175098929714,-1.1222911515417011,-0.9608275102046109,-0.8205220148226176,-0.6227501564758398,-0.3769524432121652,-0.18233052925485513,0.016811669592149157,0.17847620341530152,0.2508486852726294,0.185323452695225
2022-02-09,-1.1694134478383416,-1.1193245130721594,-0.9685716998812222,-0.8031501198494099,-0.6260246831330376,-0.41965712654297993,-0.1842045791104736,0.05600433029135284,0.18170704512217428,0.24865150071245556,0.1973110822796524
2022-02-10,-1.1409547786240983,-1.1125318904448056,-0.9794347112727203,-0.752378774920807,-0.6865355508240852,-0.4118642836559259,-0.16911750360603048,0.024384988159652777,0.18173938550979163,0.2710366678698435,0.22741687127646215
2022-02-11,-1.1891022465819163,-1.1436983496072575,-0.942092687372309,-0.7521536731418026,-0.6412928356334525,-0.3915668070731967,-0.20780959331745077,0.004783881851997117,0.16044282396152285,0.2671338648529528,0.1711387472165545
2022-02-12,-1.1558067555294769,-1.1236212509152912,-1.008131090745205,-0.8122491911108437,-0.6448659284651782,-0.42513576345144816,-0.24349712764992573,-0.027887224779713175,0.2100111427758438,0.27643475877198476,0.19116147084989568
2022-02-13,-1.1689666748242116,-1.1350841681307733,-0.9879415671558726,-0.7531467187649529,-0.6397732855506714,-0.4024868119845378,-0.19626760893611356,-0.012545184676535164,0.22434418104561796,0.2543463407589067,0.1831841556361381
2022-02-14,-1.2134001460628423,-1.0638710142316103,-0.993768095680063,-0.7701353043322129,-0.6663707013058299,-0.3624626495734716,-0.2228627328352964,-0.033416763761753746,0.2223898627602851,0.3026194936966061,0.2015166823502288
2022-02-15,-1.19498707838101,-1.0815601071082286,-0.978991541412223,-0.7524964430527554,-0.6749446547157382,-0.38631530698001254,-0.2151092946444843,-0.002398217819455716,0.19641591157054702,0.2988290223002241,0.1858613107692495
2022-02-16,-1.1752806859467833,-1.0768843826370924,-0.9698469844772984,-0.7873967681945776,-0.6584339851092503,-0.39327017779802004,-0.20406421371005856,0.0266179547220921,0.18319113390467381,0.27412092706897795,0.15926423383160562
2022-02-17,-1.1432469272208705,-1.0813334396796148,-0.9603039003728796,-0.754924651056141,-0.6484991133952687,-0.3906826207315669,-0.20452742925189207,0.0038539843198235843,0.22255362759090375,0.266986593617138,0.17756732285852744
2022-02-18,-1.158990242642513,-1.0914091284980865,-0.9792576554090685,-0.7494875997193,-0.6159587078914327,-0.40531169648085463,-0.19204433740904572,0.029959812637561214,0.22038975647792322,0.26493274358492946,0.2453605563820122
2022-02-19,-1.1993086370891557,-1.0586041081889093,-0.9920550098710101,-0.7789044898785307,-0.5996883459989977,-0.3452173084982646,-0.17754220858164735,0.013318226843837523,0.21031439956876963,0.27212525863259523,0.21104708879001902
2022-02-20,-1.1731756733620369,-1.1099368340541511,-0.9275175939165964,-0.7692239540065254,-0.6097528215052781,-0.4149716959242092,-0.20386115724275666,-0.0047450749047077655,0.24894001364972435,0.24532610162036309,0.21064128368434443
2022-02-21,-1.118778245704817,-1.0915566655404665,-0.9089324021299283,-0.7854364476622588,-0.6227187766550965,-0.38895025287554424,-0.18433096925944237,0.007967221954606588,0.20511595504118096,0.2567864102700615,0.19871128332514154
2022-02-22,-1.1660075825861476,-1.0751116952615658,-0.9652059991601184,-0.7274971922400221,-0.6688966725146588,-0.3909125267985988,-0.19341776570890637,0.0180142513192084,0.19978958444470882,0.3027148438424552,0.20492119844010176
2022-02-23,-1.176545313106539,-1.1263924045261322,-0.9872816829052505,-0.771368972212873,-0.6535845781044664,-0.3681431110514005,-0.16997481383276777,0.010118411231861467,0.1966423929934061,0.28918313842216786,0.19589252819948658
2022-02-24,-1.1556520654541076,-1.015530834069449,-0.9310592031969556,-0.7909961646024426,-0.637697405162688,-0.36536620800317193,-0.19766035275067087,0.010821549248284887,0.16803250086496688,0.3229113056764003,0.22022765680301368
2022-02-25,-1.1484536106501566,-1.091824293570266,-1.0037073652979172,-0.7854340854865743,-0.65834941359161,-0.3933389077518823,-0.19451160453406946,-0.011764690329373245,0.22399506146385176,0.2749816836060614,0.20998178371677875
2022-02-26,-1.178545146554905,-1.0885912016035135,-0.9755102709855241,-0.7639716728393506,-0.6277107965547047,-0.3848742755400772,-0.2015009490678761,-0.0029653444989588516,0.2052219279531522,0.2738212314544249,0.1785773568781312
2022-02-27,-1.154188805586082,-1.0603312241534946,-0.9841561012290253,-0.7479198956509124,-0.6237410222390106,-0.3835398060975189,-0.19580938844433007,0.06470834495849839,0.22099510608855222,0.27304935194104113,0.2145899376322371
2022-02-28,-1.1745975011913912,-1.0685013804493653,-0.9953636525358831,-0.799770934903384,-0.6279680122104843,-0.44817880516388603,-0.21096246698326773,0.03933639848596767,0.2546716862776601,0.27564562414492494,0.14715618814359033
2022-03-01,-1.1480241262931632,-1.0900553658539875,-0.9730079221619432,-0.7198158162653377,-0.6153789512249594,-0.4307320564008432,-0.21307224849248674,-0.027853338759141803,0.1992238894134857,0.26749383333243615,0.21933916365304573
2022-03-02,-1.1614071127196859,-1.0873962057165167,-0.9872537436483171,-0.7579325593175775,-0.6632642220117948,-0.4057760339370171,-0.17125530703689976,-0.04982366560662695,0.15090034041124334,0.2911252636982121,0.17411663691011908
2022-03-03,-1.1532525501344941,-1.1279054590845157,-0.9649853842070998,-0.753640346486581,-0.6169810282085113,-0.40434171272023783,-0.21738178789043117,0.011603064725401908,0.2217250134269532,0.28542585586789415,0.20729687703493196
2022-03-04,-1.1839439204484181,-1.1038759762404797,-0.9642849026024186,-0.7673940703898162,-0.6573554680472352,-0.4199463923433336,-0.19794228403667785,0.03237249056641944,0.21420715295308662,0.27228780565981286,0.18016997812586497
2022-03-05,-1.1851694592040871,-1.0767070441982913,-0.9801705926903149,-0.7641558254184874,-0.6631606984183376,-0.3708977353179247,-0.16425372994549056,-0.0026358455378206608,0.19205135349845157,0.3166414232232071,0.21043328038606196
2022-03-06,-1.1406833135251335,-1.078223425165546,-0.9735835800564648,-0.7680278245898032,-0.6260178427869586,-0.38926778561618125,-0.19813826601670825,0.036220722063330366,0.2206109122489194,0.3330938269205396,0.22513621684028748
2022-03-07,-1.1659996747485477,-1.058485621463808,-0.9697859894115031,-0.7385698659880113,-0.6086179261589358,-0.3943821288985812,-0.1682962538717709,0.012476598911266814,0.23063764278869914,0.31514966492542473,0.24855591191732923
2022-03-08,-1.1565935789354107,-1.0917319739434777,-0.9434732959599088,-0.7639176621742289,-0.6265191103284943,-0.4201233293505792,-0.2034955905060656,0.0072040205189310424,0.18761530475681676,0.3002336528391903,0.17274661113681847
2022-03-09,-1.17109476614975,-1.1231170433083584,-0.9671456154991913,-0.744258625010269,-0.637914779878273,-0.38954850207870634,-0.2147139706313415,0.030467998931792868,0.2040318229923288,0.30560936268400773,0.2359519434191917
2022-03-10,-1.1406929791409939,-1.0617428877219428,-0.9425436049716822,-0.774007336575149,-0.630407302838797,-0.4538282673912999,-0.22803179486385514,-0.00145804331389136,0.24875769475488863,0.3332492394543238,0.21511766914310218
2022-03-11,-1.1780935821575738,-1.0519960990022816,-0.9482530080679658,-0.7580073194490242,-0.6344876597051502,-0.39197224042697815,-0.1550802309250156,0.0049340092980765145,0.19406111256243375,0.3061096502371535,0.20083498852255224
2022-03-12,-1.1660365418446053,-1.0651903965256773,-0.9483582434245644,-0.7827445194530686,-0.6657952832504679,-0.38606691912688906,-0.2160682903879434,0.029107670706178562,0.21402023303826165,0.27272384283793494,0.23134990177940348
2022-03-13,-1.142755937364746,-1.0914965994537615,-0.9277096084236749,-0.7319925518685858,-0.6684712613059471,-0.3813578830742867,-0.16872609292919688,0.011809343891025188,0.1469839631665787,0.2974010554839395,0.20669612104054566
2022-03-14,-1.1328519520238078,-1.0610664932059997,-0.9901609164965621,-0.7830198255208922,-0.6391467914897507,-0.42627868858989626,-0.21217482017274886,0.060543262331529075,0.17577771797005334,0.3034799621486687,0.23076211840710267
2022-03-15,-1.1750517216238612,-1.0012349773979885,-0.9737873170058717,-0.770082225454727,-0.6349613184539613,-0.38133732093090694,-0.15402314139969833,0.03038789597320658,0.21698019808512614,0.2631743288009082,0.18823551782360629
2022-03-16,-1.1127585073874269,-1.083871799075312,-0.9176681369288345,-0.7696246172476924,-0.6364672974771305,-0.4127863886829374,-0.13158103882094627,0.028969738771995244,0.24394908830331627,0.2811261225975968,0.19742446725626892
2022-03-17,-1.1537237663027677,-1.1193482259512362,-0.9679877211598397,-0.7704035933369523,-0.6196522683038602,-0.40686655445241626,-0.2287180601373664,0.012207575203265302,0.179394449304867,0.3159549869562787,0.237035192674757
2022-03-18,-1.1874436090390246,-1.1010275287326097,-1.0317484947414521,-0.7433080082577324,-0.6417573203979143,-0.36842211784823914,-0.21348931334777616,0.03549846442393433,0.21549369905770663,0.24304227912995455,0.25076461059545474
2022-03-19,-1.1519711419111909,-1.0705605431183385,-0.9662716517046368,-0.7691138872443558,-0.6221229635783183,-0.3358446000419461,-0.1668691465308591,0.005737362554019106,0.20440960914771739,0.25754184324804547,0.21292675939523903
2022-03-20,-1.1706109621551897,-1.1261560895655547,-0.9576624935390219,-0.7261878685295764,-0.6396506509762644,-0.38475201282303617,-0.1732099087089578,0.02102346198688468,0.23779121958170918,0.28455384186618865,0.14428179507300232
2022-03-21,-1.1500343541601945,-1.0816509894669721,-1.0263138942755539,-0.7813479434930279,-0.5903020922888621,-0.4063134528057796,-0.16646301997076893,-0.008793392514887758,0.18366885102716166,0.2979559235478689,0.2091377015950149
2022-03-22,-1.1618191473806443,-1.0762393249312385,-0.927399350191937,-0.756513304440568,-0.6337298980209746,-0.3810309800013857,-0.200091629949245,0.040238293616629145,0.22500420002005153,0.2553114476871417,0.21506291175642508
2022-03-23,-1.158764205075163,-1.0472430038346001,-0.9784638589265563,-0.7800156970627313,-0.5771029820417743,-0.3621453183924377,-0.1359326933043321,0.021644070101628464,0.1980366854951773,0.28620922137843513,0.20855961825275438
2022-03-24,-1.1832958567188943,-1.052751150902883,-0.9522919444245527,-0.7499817027409539,-0.6267057325269689,-0.3699810831574221,-0.18255478563699618,0.06405680428820634,0.22006992831642136,0.31833819117297363,0.22290244173739773
2022-03-25,-1.1356511694285971,-1.0637880804027116,-0.9660522388301074,-0.7608014433709251,-0.6407446294612114,-0.3168248783849122,-0.2158267646175939,0.07440475939523805,0.21632057611120595,0.29131358623035125,0.20267455161356107
2022-03-26,-1.1892142958020588,-1.139378086886146,-0.9925198971033838,-0.7641876627407448,-0.6577973110297747,-0.40319455085064937,-0.19163982412435632,0.03377187466254596,0.20839441152315188,0.31316611196749555,0.23566065989366797
2022-03-27,-1.187950406109367,-1.0622049555230437,-0.9869939870901274,-0.7305194095616538,-0.6713034980756843,-0.37892549672625947,-0.21532045612996273,0.016479349055955644,0.22671401243249273,0.274965863242383,0.185600884457482
2022-03-28,-1.150979231425426,-1.0675254055026067,-0.9835403110648014,-0.7765217869304905,-0.6599492972640167,-0.3464402913186578,-0.1453897061902602,-0.008814852957252078,0.21592807820346122,0.26958883842615766,0.24575797752974068
2022-03-29,-1.1200358948962248,-1.0787083916487152,-0.9329652033460829,-0.7454441221352238,-0.6570971588047736,-0.34795302015021046,-0.2016152826456767,0.03751174400579681,0.21157284137240887,0.31111484468145245,0.2536449695233535
2022-03-30,-1.1688774105803879,-1.1283181363074146,-0.9637510378562812,-0.7792865809706473,-0.625192082643473,-0.4338145313168869,-0.17275049603516188,0.02019453094360326,0.206027003495654,0.2991690552126273,0.19211092339471486
2022-03-31,-1.1425056914828138,-1.1044493472800891,-0.9730766374642064,-0.7572128695464034,-0.6481841338269174,-0.3851139400514122,-0.19679682817496716,0.028420871428448867,0.21690996019322079,0.26033010025522585,0.19213000480951076
2022-04-01,-1.133175755499216,-1.114179829159156,-0.9833744827355602,-0.7898986431263905,-0.6303360836069419,-0.34789624077458686,-0.20039394266486718,0.058235424765601694,0.22054182878284748,0.2699697171751259,0.2252581229236338
2022-04-02,-1.1396332594782008,-1.1353755813982296,-0.9300966148723993,-0.776563299068221,-0.6029509113511353,-0.312734295650574,-0.23275672494257865,-0.0056109526271360885,0.1902710775874321,0.32911416061588294,0.18531911934587536
2022-04-03,-1.1677835408831527,-1.0850762124391804,-0.9233983018407208,-0.7620569097931322,-0.6371985424446819,-0.36740843656003996,-0.17004896857904633,-0.008110937865843923,0.2062598853982551,0.26688278585945663,0.2026815945686315
2022-04-04,-1.1872943167023577,-1.1049637018085752,-0.9303995513048386,-0.7146519195894288,-0.5830392313108357,-0.3942147311149178,-0.1525386174567761,0.009071202768227267,0.18860220261171498,0.3133400698956442,0.24254502513889464
2022-04-05,-1.2152335005183827,-1.0194121718698759,-0.9477338778977445,-0.7575247146151044,-0.6644400858850786,-0.4102748901875334,-0.20794400091072746,0.03548521736719691,0.21395905305388171,0.27800052119255886,0.23339535773532544
2022-04-06,-1.1666543260519444,-1.089302612051332,-0.9528375625186165,-0.7187166056687168,-0.6388479022747576,-0.329614729627113,-0.22371404144035112,0.02878836743997787,0.200108381313265,0.28983729001543745,0.2644215949768554
2022-04-07,-1.130681459715779,-1.052789815033184,-0.9905320893792307,-0.7546255616375602,-0.6486164670201077,-0.3669151042681892,-0.16505074286138746,-0.007525856722227525,0.2341359347696982,0.2972311715937511,0.219135959760172
2022-04-08,-1.1882999371750207,-1.1244232631733027,-0.9663412657237486,-0.7698728936678456,-0.611783122404547,-0.4063974607281075,-0.22635182128362838,0.03371803496158994,0.23162238688794518,0.23727968218153792,0.19953326238707325
2022-04-09,-1.1427644798413343,-1.0985219656794252,-0.9773662311129643,-0.7217858129642861,-0.6912645167884565,-0.39034863518764795,-0.15478140263059695,-0.015300046501635023,0.19166155988158737,0.2531623405850141,0.21601136176202207
2022-04-10,-1.184109250691559,-1.082932990539404,-1.0059932401648797,-0.7494299968884265,-0.6714333196697072,-0.3776007745195442,-0.20796531551412734,-0.006298979298983275,0.21458687892477635,0.2918028880294173,0.2108798540745223
2022-04-11,-1.1578010819810356,-1.1081567451058982,-0.9340268109115722,-0.7765209362377743,-0.6381365669519805,-0.3718577300435034,-0.21303521496132205,0.011660670679563865,0.23051001809050273,0.27143941451469666,0.2111331758792152
2022-04-12,-1.1428672836475717,-1.0961170911215654,-0.9779578226612536,-0.7487977875164393,-0.5967776309762095,-0.40805254044009154,-0.1793505134731645,0.0006021448491726929,0.2100552179944525,0.3143524583804188,0.21384283329615988
2022-04-13,-1.1771703238417615,-1.0911317105768892,-0.9307843902349181,-0.767997806668491,-0.6300368920698681,-0.40103769837393805,-0.21163642004608665,0.03656354929547264,0.1961116239590607,0.24916404005749615,0.19102289435804337
2022-04-14,-1.1565533353167576,-1.0916631519703026,-0.9387717923151802,-0.8105413072384628,-0.6696041386907863,-0.42713881639350443,-0.20349322936651063,0.02134400974084694,0.18687445946469972,0.30331592407226926,0.22123999154008567
2022-04-15,-1.1713368613928388,-1.0395816136488216,-0.9470416285588699,-0.7375602489930649,-0.6658887427919611,-0.3599655207345857,-0.1771100296579301,0.05817945146597622,0.2353971110647538,0.2546348915151866,0.17882384033132995
2022-04-16,-1.1434865556613834,-1.0766596149990497,-0.9457931703407579,-0.7337419207437893,-0.5942905295637138,-0.39465573380409547,-0.24684308056400373,0.007705093731302069,0.2364525565722867,0.28008210301155173,0.19596406266745958
2022-04-17,-1.1553995594669217,-1.0742947246055048,-0.9766653357308801,-0.7153339379292306,-0.6518108586489435,-0.3746244474494551,-0.14522200753082937,0.010662457544943958,0.20851882134911137,0.26210806721501345,0.21074554224246714
2022-04-18,-1.1600484861967024,-1.0729698086988073,-0.9150149242751674,-0.7509075857525525,-0.6600352623686782,-0.35090471534302586,-0.18537017474579062,0.04379838716911001,0.2326922615557329,0.3360995689543459,0.15704998912617618
2022-04-19,-1.1226925383169588,-1.0713356278870803,-0.9605731515466819,-0.7678693729225714,-0.5997169733047366,-0.3811545337611595,-0.21897543763059635,0.011075692601396946,0.13921844943235834,0.254861408605241,0.23257350108811478
2022-04-20,-1.1452951065755748,-1.0889249347316539,-0.9543044680068146,-0.7409780244503176,-0.6115753349951074,-0.38967702203350885,-0.21228389436695322,0.05049737105790645,0.24633610613294873,0.28509574748099226,0.1618183771190302
2022-04-21,-1.1793243334526706,-1.0950841960864843,-0.9782924451386791,-0.7408200276665405,-0.6052140457178433,-0.38221749987741477,-0.1622743773429931,0.026455168460099134,0.2090108430685574,0.24476355949998307,0.22967415547294132
2022-04-22,-1.1644361517843274,-1.0831191527764263,-0.9855686857838072,-0.7213325246859728,-0.6610406012710287,-0.3857097141681275,-0.1722632308875306,-0.04610921601151718,0.21625485975560407,0.3276996987873816,0.18039021348741274
2022-04-23,-1.1644222157751745,-1.0586046474253459,-0.9505923459279472,-0.7636404367248438,-0.6756523871735418,-0.3563706212012341,-0.15285522971605245,0.041914514205553845,0.20446231076016805,0.2975073142562474,0.20235228658422977
2022-04-24,-1.1607630534428506,-1.0596150880475712,-0.9573332053600112,-0.7669105170726707,-0.6344418805244132,-0.380000082820011,-0.2048396138785867,0.03504712756951438,0.24712164428820682,0.2906532844814859,0.2252072234152549
2022-04-25,-1.099915639197089,-1.0940383330044865,-0.9827621802598406,-0.7809169816062395,-0.6296502177854347,-0.4016383966017491,-0.1806137751835062,0.03575494404048733,0.1854533382888354,0.3238294523700169,0.26692511687471077
2022-04-26,-1.1540253576398496,-1.0691005625909216,-0.9992573229270094,-0.7498601027894943,-0.6291816098650035,-0.3621004285353805,-0.17763245716303233,-0.03607111442125573,0.24856485320754665,0.2903889060779411,0.21461464448505946
2022-04-27,-1.214473379048851,-1.0934404313722232,-0.9953238919794201,-0.8022823565020023,-0.6016212164052563,-0.3578137058872725,-0.17119412728992545,-0.005150563828007559,0.22133095822739643,0.2919134691072956,0.16185852699878095
2022-04-28,-1.1774357421999369,-1.0880190041711315,-0.9339624249797349,-0.7444635835854485,-0.6822099451572189,-0.4223240335775242,-0.16068373982121087,-0.0035833887459318925,0.22670083749094136,0.2894273642946162,0.23497661040888174
2022-04-29,-1.2124757305579992,-1.1010045129094588,-0.9794977737368554,-0.7494705503239589,-0.6176740520881595,-0.350846831251401,-0.20709802601671234,-0.010194462559613468,0.20260345754617345,0.29992442976547434,0.2050356115079209
2022-04-30,-1.1727226635209664,-1.094018835567476,-0.9729504207367161,-0.749850952033361,-0.6668933331985033,-0.3803599127646081,-0.1923319637888323,0.05407035620252816,0.17781681295777046,0.27321125830714815,0.2122699592666503
2022-05-01,-1.2144822675842195,-1.0562662601023165,-0.9285410053720821,-0.7613438809285127,-0.6184061288195376,-0.3827177630873936,-0.20505325548056222,0.00990629221335056,0.23346325729734396,0.27984330547485814,0.2241470639061318
2022-05-02,-1.186921509028338,-1.0878212185681464,-0.9931855112887875,-0.7268072910633501,-0.6520056648646616,-0.36496613146171425,-0.1914470440855365,0.008954229182643592,0.21765346152810616,0.30512661845980904,0.15423380382573001
2022-05-03,-1.2034923531188568,-1.0870922521641957,-0.98364918552093,-0.743674478242332,-0.6608236097752663,-0.4046487246531105,-0.17301349532642915,0.023325892879890904,0.24356627157971694,0.2914600089109435,0.20968910631537632
