,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
2022-01-11,0.5659568738705189,0.6065220073298606,0.72801091396552,0.8083764314293775,1.2264462482032827,1.4272049696983429,1.769029052372472,1.8561998458806868,1.9339293673639137,2.245335052167013,2.1953768294863933
2022-01-12,0.5842674495838365,0.5741857083499518,0.6845388195632441,0.8925541106787557,1.175257981266773,1.4841810300384397,1.7308289191192703,1.9199959715629573,1.9036804708299058,2.2432953738284955,2.186010625071636
2022-01-13,0.6235589771353078,0.6044185033343318,0.7112699440175453,0.8837825479444216,1.203437283347349,1.4559260928915099,1.7245514548726386,1.9144452862515828,1.896237534180573,2.3088242916122677,2.2536943712364548
2022-01-14,0.5766744992841838,0.6976198126160166,0.7704970257125199,0.8604390008322075,1.2157767313616976,1.5433085085437843,1.7711560572403362,1.9224007023831757,1.9562625658069857,2.219011372540221,2.2207582579200453
2022-01-15,0.5998361043489994,0.6512944172588193,0.8169696200951282,0.9098073884158467,1.2911415708852167,1.5070970116388183,1.7685600251931795,1.8908999659853594,1.9722651118897918,2.2343374720636158,2.1840023127867254
2022-01-16,0.651985494962291,0.6801235046980905,0.7990153166294472,0.8870671309830267,1.300869764579616,1.4690620270187205,1.7514924584052092,1.9326090658499968,1.9108709923422926,2.32668503046231,2.22749925005928
2022-01-17,0.6555180106807166,0.7160755996941599,0.794652450340551,0.9652100801744201,1.30087521881584,1.5164702963896797,1.8425614599163596,1.919592245104623,1.9186330166147358,2.2842705011306914,2.2495367978441982
2022-01-18,0.7121735443018197,0.7210198308514757,0.8195313662633344,0.9782002528235003,1.3319202697219963,1.513615369989286,1.7913040167438312,1.9308958268870153,1.9703428234435039,2.283114131671974,2.216151614681275
2022-01-19,0.6921568588063501,0.7266538348996614,0.7973727223996306,0.9763325137301161,1.286737530966466,1.4800282270175928,1.7661390829150623,1.9591250081180611,1.9912026401552672,2.2618330647462663,2.2732310485804366
2022-01-20,0.6935004004868284,0.7489097570824458,0.8681878022806923,0.9850850052905861,1.3367844425305773,1.6064021326197335,1.8724458169981844,1.9388738586899803,1.971994424748851,2.318580216260747,2.2587017549219492
2022-01-21,0.7961421421342145,0.8257211243700968,0.8915346264290317,1.0407922337981121,1.3356473349469768,1.5919428218114526,1.8286115605632354,2.0114225496636715,2.009903226622607,2.328750163601722,2.1835879951323185
2022-01-22,0.7615433533517323,0.7673950436112578,0.8663678626932101,1.0015350928117235,1.3777579312625612,1.5991546528389302,1.8365376468353565,1.971582389737761,1.9766961260324518,2.2867793237244007,2.2694112790255225
2022-01-23,0.7863357848102016,0.7905169220908032,0.8805566982763597,0.9795497629861015,1.3617232717919499,1.6003161205972976,1.812740407216988,2.004600875855258,1.9429572749348367,2.3225378393801166,2.2547392443340386
2022-01-24,0.757417786593546,0.831226653149021,0.9172301572471973,1.0418316059202908,1.366345890971862,1.5659804396522343,1.928762789488603,2.0392961374460983,2.0020046690760873,2.323749804462759,2.289477462948846
2022-01-25,0.7995429537062376,0.8479652119314953,0.9106228403623008,1.1041558409311576,1.4067266835026366,1.6049159122599064,1.8485900058318043,2.0360740336868757,2.024871381846539,2.3485037288452344,2.3080758581609886
2022-01-26,0.8347864872399217,0.8653780883230201,0.9360915703250171,1.024249503183382,1.4292857326022774,1.6565624504376437,1.8996792508304587,1.9722749325437394,2.022884046042727,2.3141984767881674,2.2919392150766242
2022-01-27,0.8123892402467597,0.8637776097327248,1.0153040122492654,1.0568617865782914,1.3953519692361271,1.611562379690477,1.9358709012650062,2.0372324794439307,2.0045208156886907,2.3922306482387103,2.3423264471240777
2022-01-28,0.8735312850978584,0.8250598272713875,0.9590288337367361,1.0931122461137874,1.4258762249359862,1.5788450456948468,1.9316288933840922,2.058678227439446,1.99286643654089,2.38898987947681,2.293243589597791
2022-01-29,0.8594682959480723,0.9229774883188153,0.969711423493292,1.091818653992049,1.4081696661571175,1.6595967906370854,1.9275945129190397,2.0691142043519197,2.0399098209643522,2.3574113897416966,2.323538276899444
2022-01-30,0.8838539389587212,0.854103220518345,0.9749561589962372,1.0766909674667453,1.3771070752096626,1.6736850099700111,1.8886654225549873,2.018094214992943,2.0902003948786465,2.3685558220927754,2.3350854915074337
2022-01-31,0.8895650526630944,0.9119900035903981,1.0305313873814763,1.152450741129894,1.470103482988643,1.6934512851419234,1.9256820147829656,2.0408520799519656,2.1088384374513978,2.3776492269671605,2.3141162010119585
2022-02-01,0.9780940144922862,0.8946018883829199,1.0164979336134405,1.2009448703234669,1.4943153042770712,1.722608197821351,1.9657956385101563,2.0994073652940943,2.1146110095989648,2.365039341337582,2.3464563220935934
2022-02-02,0.9369315256329871,0.9295303893937166,1.016091446058245,1.1496927758113678,1.495788933729634,1.7311732012403498,1.946665999606566,2.055664605418459,2.0622763253172445,2.381686923657413,2.31126771400598
2022-02-03,0.9203204319766272,0.9554499862682256,1.0887615890411289,1.1290711276084926,1.4412416788817586,1.7310269786855246,1.9864353765558043,2.078414419283546,2.0598648195021987,2.3934386064085054,2.3224050189819248
2022-02-04,0.9913509330384501,0.9692714346381552,1.1051749408093494,1.1220302999209213,1.5009297652695242,1.7702773223137125,2.010775947934151,2.1435121849533414,2.1170472141162646,2.456446491786667,2.3016419124546568
2022-02-05,0.9445823717568359,0.9862456124896328,1.0579555914970213,1.1884681951190335,1.4565587914874734,1.6999204394712144,2.0291252366828325,2.103576789810502,2.128824384883199,2.44293055099839,2.3541545838461864
2022-02-06,1.0019195316991718,1.035872728163441,1.033272957793516,1.2260010091191271,1.5757834882919173,1.771637675739266,1.9733303730558691,2.0919280621405396,2.1293519069168743,2.4490019924662634,2.362527667764448
2022-02-07,0.9512247194789075,1.0148592485387509,1.1327170264864699,1.219223440782285,1.5136251672219116,1.7862413518835933,2.085821375228915,2.096070265469721,2.0644536805445366,2.4384501397578626,2.393968662423139
2022-02-08,0.9844479547802425,1.0076409333242493,1.0950988337459422,1.2169098055627234,1.595316125209859,1.7411392444794285,2.0526946856700063,2.1409960774924848,2.1063521523299715,2.4001830718800856,2.3881091784144726
2022-02-09,1.044397717358699,1.0575232643787518,1.1524281863524601,1.2112488069188492,1.5974118148305283,1.7440583763070083,2.0393106080523595,2.0995851305030664,2.138906445143755,2.4387699138099643,2.361579549295339
2022-02-10,1.0747658420150958,1.077844283050859,1.0826053776196516,1.2080402307052367,1.553335752878584,1.7775235234282845,2.0816845322506246,2.140675003377206,2.1618082756687835,2.475403031154045,2.340491310513502
2022-02-11,1.0717963495187217,1.0188177406692764,1.1814145693127291,1.2776605370342236,1.557625122746808,1.7907531020497456,2.129542926565931,2.1665589575363593,2.1775626104454604,2.414776798767094,2.3945009237640758
2022-02-12,1.0771545649982646,1.086981753792166,1.1311603320450054,1.2917801150185133,1.6133138110952943,1.8438410267355354,2.0249483162522735,2.2039558903539263,2.166180477859474,2.477820944850728,2.420482682043728
2022-02-13,1.0854865351243022,1.1034382672175438,1.2022094474764489,1.2296815082162034,1.5886071196576692,1.8133841162186648,2.0708292783671296,2.1933804779654418,2.1790444276629612,2.534566068137169,2.415426779549641
2022-02-14,1.0639881112501608,1.086750568668717,1.1934393686129434,1.3353737515399375,1.6280868242675965,1.8166555322627476,2.01566044363165,2.1602588455050515,2.178894168412016,2.5028701096575414,2.4308836388319017
2022-02-15,1.1005025494716174,1.1501555401490209,1.1770526131939865,1.3164658524551327,1.6215453481303186,1.834467623779903,2.1021691019126076,2.2253150555125054,2.204103977264575,2.519529190157307,2.397538090180714
2022-02-16,1.1219642058260264,1.1175233456004805,1.2060555680802891,1.3527377853357385,1.593556837804032,1.8967922045192636,2.1166783502656643,2.189214360394758,2.2000690695791816,2.4897165510609915,2.3954094637590937
2022-02-17,1.1811152531743292,1.1388680723055344,1.251389524723716,1.281934523187714,1.5909835073821599,1.873988041500829,2.1138202614334904,2.1693224188625435,2.199764023952697,2.518228237241481,2.3927824305252043
2022-02-18,1.173262344717846,1.1429206852655016,1.2464487175507,1.2926152472212302,1.6755495433017569,1.878530529049437,2.1045901406066454,2.209382994885081,2.196811259615374,2.473644815085325,2.4186625614807635
2022-02-19,1.1235499982749166,1.1615297160902855,1.273215875804059,1.3404566905509514,1.6627001791810943,1.8908678883370242,2.071924901266492,2.2657976962405986,2.2143336464115877,2.5250131014846353,2.423400604962377
2022-02-20,1.199587472642878,1.1410621316567986,1.32732903250174,1.3712902091783725,1.673699412566713,1.9431393478065535,2.153754409684352,2.2356764620891876,2.233427863357659,2.526692627419545,2.437346742956516
2022-02-21,1.1916736713591176,1.143576471692636,1.2334026082179914,1.4213243980548478,1.72186134693871,1.8920621383666574,2.19530404147993,2.2391203796900796,2.2338727022248435,2.5216494925767474,2.4326250920434105
2022-02-22,1.1962181425050802,1.247381328995978,1.3410829289332575,1.3997896682685929,1.746830943738082,1.9641132987522822,2.1429582455220157,2.2958458977050444,2.2441950900842564,2.5582912692953936,2.4378225893970056
2022-02-23,1.2481152238640658,1.186847025900915,1.307877475627786,1.3824482215009788,1.7140432493161104,1.9410254110762348,2.1828941822825336,2.2117336013034565,2.2799377648588743,2.508474426186167,2.42382808088405
2022-02-24,1.273874472489981,1.195166198314481,1.2899079293315445,1.3700073385173974,1.7225439355231464,1.93991279725425,2.1316080132770447,2.224011333224199,2.2544611882943153,2.5248215090838437,2.4806452869676665
2022-02-25,1.2840037683836423,1.1729016442412203,1.2890319217163377,1.4487173133484328,1.7582595699994503,2.029720276783238,2.2012856194343358,2.221969799072906,2.233851203266067,2.539060985799362,2.4599306492651
2022-02-26,1.243951912052384,1.2308739765648806,1.3352836085187572,1.3938448399625516,1.712992326890588,1.93294560053412,2.1846420987887427,2.289451795808489,2.286609336286917,2.5110415860674147,2.4576109884180406
2022-02-27,1.2728581665030394,1.222834510373839,1.3805693739312859,1.482559260011698,1.7707924614084471,1.9638799633764943,2.1824033304403936,2.2910559955669108,2.225860584418365,2.5544398256574166,2.4456016561434213
2022-02-28,1.3050223658539477,1.3242176867730102,1.3610035274146717,1.4360439996519592,1.7910048873518976,1.9473481400793915,2.1912557061319844,2.3400942445010187,2.241115290174603,2.5017353173223236,2.4332186054562848
2022-03-01,1.3372453329636602,1.3176281533063678,1.4220229500096089,1.5031150872329226,1.8051591927830157,2.022680807122671,2.2110079234977946,2.3088298462250867,2.2903103348047846,2.590352875848228,2.5175378270679616
2022-03-02,1.3064435953195073,1.2790126194103228,1.3449601663748962,1.4865399903997982,1.7369077779337345,2.0545243343291473,2.24299828041195,2.2970771807783716,2.302370410217925,2.565954245802884,2.5000325933606478
2022-03-03,1.3280349312857518,1.379501446293946,1.3998893752461858,1.4727895220941947,1.782382400231151,2.063644413315509,2.200829176933406,2.3168952622515153,2.256137222455953,2.5545093151398612,2.439742238527826
2022-03-04,1.3131472455907935,1.3536009798559823,1.374386932349101,1.4719982853972304,1.78904299940257,2.0599200800169144,2.2369095983460183,2.3279757217174026,2.2885814156044906,2.5506561725357595,2.516392370361163
2022-03-05,1.3231310627841006,1.326571741417539,1.434525060817824,1.4879877108512465,1.828510977220182,2.0268851759703037,2.256168479496762,2.2818586374694454,2.2884278035352543,2.5741717904458223,2.5261830178576687
2022-03-06,1.3960210083198108,1.2734528052715692,1.4618313414904867,1.5216537066984073,1.8500162863899812,2.0314264627420373,2.2329920014703597,2.4208526136759447,2.298521860799033,2.607349427948236,2.507222663363883
2022-03-07,1.4249090230643782,1.4292317544381157,1.4341622785031019,1.5216631373063447,1.8905314096963326,2.001776659351271,2.3283750186826238,2.36263450328171,2.347909616133121,2.6085971623133397,2.5563899748769052
2022-03-08,1.3945873138123372,1.330835571506022,1.3801714578592987,1.5120337874144167,1.8407742932946185,2.122474591810297,2.2573437774513687,2.360799147192252,2.3472443179563567,2.5764332717299507,2.519876127461174
2022-03-09,1.439329177146471,1.3351313615176514,1.4757319020469013,1.5353347827667738,1.8506466838436746,2.0849133348540536,2.2713011525338906,2.380379446904549,2.331891129413877,2.5776238720639557,2.475770490120957
2022-03-10,1.4324981736911542,1.427092850543602,1.494284538778906,1.5530729824056506,1.9099724767240263,2.0654902536551676,2.2704330115937523,2.390597868793201,2.3224699708493306,2.6280890791395435,2.534103832624991
2022-03-11,1.414672268251985,1.4814830673840178,1.5046839721463912,1.4972223752724978,1.8942463405645522,2.129455373381953,2.362097337933889,2.3724555993620746,2.304711982427945,2.5920603190035,2.5353422944970334
2022-03-12,1.4571958812388295,1.4616462746442078,1.5409556328588725,1.5851553645784997,1.933203943485793,2.0697555396626695,2.3330537860540845,2.36505754913951,2.3941284854208202,2.620848384510378,2.5147162628399635
2022-03-13,1.5047751502232503,1.448816274733668,1.4830323386454518,1.552302208099071,1.9136206328336962,2.120422401672908,2.29665587626457,2.409267052847182,2.375576845071731,2.6280559631445635,2.554815036877984
2022-03-14,1.4697916895481962,1.461476323831864,1.54680739960583,1.5573353900669662,1.8799890864621511,2.1122909338552356,2.3661912003705816,2.4101100245415474,2.3428730719242314,2.63896945471905,2.492344855641933
2022-03-15,1.5299910510604724,1.480925086667324,1.573368723796117,1.5515149250441818,1.8844122833320316,2.145837326689638,2.3472397303576202,2.381463823591997,2.3918902685291514,2.6605921535415864,2.576831923977277
2022-03-16,1.4165979752057318,1.4897340782304094,1.4953844852249931,1.5584771222259162,1.887524421898567,2.133938475403133,2.3571150686288265,2.4555203187532633,2.374394326211771,2.602163931139754,2.5254850603459924
2022-03-17,1.5319397578081195,1.4870006673341423,1.5694367213308282,1.5817482253362862,1.963555447410607,2.101448297572714,2.347206301919873,2.428905663148532,2.374056300789368,2.58789929005382,2.526967927996322
2022-03-18,1.5219406563406124,1.49324518376991,1.5557836620790102,1.6112182409960984,1.9889366807755098,2.1563359736208874,2.3431660155478498,2.4491228887403604,2.401864466436793,2.633364514867027,2.55776309649254
2022-03-19,1.5223602219320442,1.4997515133443076,1.5794824917235168,1.7011236755129095,2.0183056303639773,2.19458955511392,2.383854343299843,2.476076716429149,2.372671871771916,2.7095604009748095,2.578802601316426
2022-03-20,1.5460395197392085,1.4904768557069548,1.6033351848089168,1.6367466938855335,1.9976253410618985,2.1712647858463936,2.3654068549817686,2.442034330376204,2.390683164015579,2.721279276463127,2.57534087229812
2022-03-21,1.4955713487970959,1.5160987472974594,1.589222726048396,1.6678132528965235,2.016686490402872,2.2043753700928352,2.4442657520690956,2.4579128101280463,2.4106892485811886,2.720621897458859,2.552727391787051
2022-03-22,1.5604758463474464,1.4851106035788357,1.5944613706519741,1.684413664666263,1.973832038113588,2.1586999485451024,2.3596537100022816,2.479699870359009,2.3980821274615196,2.664942832259506,2.5643828995786957
2022-03-23,1.5896032267402922,1.5442869041762082,1.6266089088898026,1.6862107787218592,1.9659335920181793,2.1981854861075103,2.451752499861476,2.4406164509320485,2.4391293265242977,2.622287804526949,2.550107229950281
2022-03-24,1.63500716258295,1.5288749884794683,1.6037777239814035,1.6897965592320905,2.0354846234796886,2.1891093103077965,2.4102298194031024,2.470915695658999,2.48109090179055,2.61045249453723,2.5818656509911806
2022-03-25,1.586859749282755,1.536678875019633,1.6145904993746925,1.6660638377435544,2.0318317719238554,2.2390894732649564,2.4304100174927323,2.479961300481917,2.408323296314452,2.6672884928564673,2.625338972843419
2022-03-26,1.5898479563912113,1.5863957700956486,1.6782763251327764,1.7552153152585317,2.031807001123419,2.2264245978440895,2.4542669461411863,2.4543828187578756,2.3869031785853303,2.684707090736045,2.5974175925942466
2022-03-27,1.6107027206227855,1.6339303114962584,1.63412123282676,1.7756305751418542,2.049450631227306,2.254946508074014,2.4181664408849812,2.559432645346528,2.3826809586132214,2.734581547620386,2.62776002420709
2022-03-28,1.6648282805164716,1.6308502873663933,1.699224736414515,1.680624744965387,2.056734642463728,2.275604962975633,2.470770246133685,2.454493135689783,2.4440670391515344,2.7264843915844867,2.650046840130914
2022-03-29,1.6587980061714471,1.5672759037635342,1.7037241096484212,1.7100364111173572,2.094727223630128,2.272416724078736,2.3713527491448048,2.464546845676771,2.434505923064746,2.7121339111194263,2.5931266521691416
2022-03-30,1.6445707415574253,1.595752129547799,1.6486441977556638,1.7419789412970168,2.1042002450873083,2.2685216565460813,2.4386832694695593,2.54966460468627,2.46642847439612,2.683452168184818,2.609527739695864
2022-03-31,1.6873488075629341,1.6646744083755318,1.6906248213321682,1.731016603387636,2.090779835971504,2.239007345812304,2.4402328056801186,2.5383536537569507,2.4699345727265416,2.686134232151116,2.68459389289669
2022-04-01,1.6863098487793344,1.6179475214427481,1.757270046290323,1.784674972702586,2.1088947132258022,2.2774616646789116,2.4379893095277745,2.492864787274512,2.423596468300521,2.7273660462110954,2.667097138908355
2022-04-02,1.723863445115644,1.6516149109658778,1.7024687495977298,1.7571551695919845,2.107975022303057,2.2701102437359704,2.476753930786339,2.5485208665140213,2.4229553013087908,2.7454129656906874,2.5778791106172565
2022-04-03,1.6851092417210243,1.6857484391078892,1.7283907898676791,1.8534266829707748,2.087715950575346,2.2843051654350663,2.50235166638126,2.5809667638853444,2.491961330945424,2.740991854802024,2.6439259080162922
2022-04-04,1.7076682023920833,1.6510510351126217,1.7665664975246027,1.8336277324943828,2.1332115168799834,2.2918818540785972,2.5194042824931127,2.5426231947472537,2.492800555453791,2.7029063555610215,2.6365643960879273
2022-04-05,1.7170228713282103,1.6940789590172656,1.7865509870220762,1.813689648483988,2.0776091534099557,2.282177816142977,2.5130650419238805,2.628066582031528,2.481590510899717,2.758148235535899,2.665553377908611
2022-04-06,1.6961298542011654,1.6616753942725053,1.7658108490136393,1.8474883164444111,2.159956331588618,2.2612802838206445,2.493351350497703,2.5049220130683127,2.4502512727902297,2.7560646223070866,2.6225987867444154
2022-04-07,1.7601295531764176,1.694396040555245,1.7657028890423336,1.8591874576324043,2.101365881718005,2.3083484034704544,2.5318454380736446,2.5839718985732647,2.519681182859044,2.7158017028089914,2.623924568842778
2022-04-08,1.770250016080768,1.7327341870912998,1.836534196069632,1.8183894178802347,2.1546043122774767,2.342553968383012,2.531925897974119,2.6046379195185283,2.5492437980979217,2.7290019249295008,2.632971803731353
2022-04-09,1.773706258485345,1.6860176256000083,1.8562290103397736,1.820084668729362,2.1294711501327237,2.304635040342571,2.5636712023832513,2.602839000033103,2.5249473218312883,2.7777718935013422,2.6402137406984303
2022-04-10,1.7776121323292022,1.7576517366721527,1.8435909842596787,1.8561450310310823,2.1801901568371096,2.35384670264191,2.5662598330414745,2.5763965565599274,2.4966785080481126,2.754642995116456,2.6859256943779877
2022-04-11,1.7532482192083942,1.754442063253844,1.8269125972503333,1.8888458482117965,2.171300863450759,2.4186485287096633,2.551198479901429,2.5802146545269515,2.528908175457896,2.8138897410433312,2.6301011425515095
2022-04-12,1.794112587702123,1.7821635401889775,1.8101977640786149,1.8763313360302043,2.1331737394970807,2.400565009070928,2.5306695105712818,2.6086252442314963,2.4920312550136265,2.7857623440663333,2.6509069429569965
2022-04-13,1.8074364342022762,1.7828281461325575,1.8195902423264592,1.8339793848825026,2.202303120691325,2.4273812294469246,2.5452721843234234,2.6261190284230245,2.5701709200637026,2.760618867827937,2.619940284171111
2022-04-14,1.8045990945686798,1.827521345208583,1.87020227513138,1.866301557982961,2.180978387660544,2.3979795669375474,2.555611489168503,2.6260388123741936,2.546279378649688,2.7793773199301524,2.707826742308291
2022-04-15,1.834742307891737,1.8008050996665672,1.8770677965592033,1.8972316347155365,2.233352707593181,2.429411086003786,2.5698627719875304,2.6454574694196444,2.496145996034071,2.7860271758566246,2.71972406240584
2022-04-16,1.8625800971406854,1.7945825443022918,1.9165188074242425,1.9062131597056748,2.215529037597282,2.3807764641210163,2.594549197062343,2.589953863722249,2.545512009820541,2.7666928094361998,2.675738455007338
2022-04-17,1.9178863672959519,1.821515386137753,1.9039056346100176,1.976659738711925,2.2358917737570208,2.3912446069718682,2.6151213882606674,2.619924368757413,2.5737478850124464,2.765562535334388,2.6805473711224685
2022-04-18,1.877345170349108,1.8444928473129132,1.8491875678666962,1.8848724796028586,2.203811119702041,2.3364500526460428,2.599262838995043,2.6047680627771297,2.5551492530669146,2.8183545194658026,2.706995550197674
2022-04-19,1.8906065198777535,1.8399731387113956,1.935693093578866,1.9505569991933627,2.2233366834410195,2.462228343050663,2.6083823793575167,2.6275699093290257,2.5621310778595126,2.827020805305088,2.7415243950607273
2022-04-20,1.8913842284479843,1.8500047918200253,1.8840146574274161,1.9889687398225768,2.2357056226526355,2.480843936293204,2.6192722763744873,2.675768584304796,2.5389187616648274,2.8241031422887137,2.7134174557919826
2022-04-21,1.8467577914832503,1.8379735586021182,1.91222655237185,2.0213139454813036,2.2835839088199954,2.4259998983464004,2.6065428189010476,2.654684258504973,2.597865733083865,2.855753808889328,2.68408038907946
2022-04-22,1.914194856349434,1.8493594027762408,1.9410085941801791,1.949882980676827,2.316592373696369,2.4429086675601464,2.6012777664024926,2.7357576244059914,2.566610088890642,2.798323283190585,2.6602679608011988
2022-04-23,1.9274328444396722,1.8373485353696726,2.0030974735994045,1.9855718432519358,2.2504745625002656,2.435814607024045,2.583368844279897,2.669435682979354,2.5265416414179556,2.8690646364746843,2.679183480994868
2022-04-24,2.010125486025642,1.9420616905258923,2.0462181104896455,1.9967056956838454,2.315264494886817,2.4777848226706123,2.6221430665423826,2.671480634860482,2.585244488481379,2.7960469072032677,2.718617289848467
2022-04-25,1.9410265953302492,1.8623739068717764,1.980783875367433,1.9942313948596102,2.2261690000410725,2.507899678591773,2.6641308251503744,2.6789067084552114,2.63094047165878,2.7969101726102785,2.7005232934751415
2022-04-26,1.9663802615077561,1.8889860744732547,1.9667167210149048,1.9941260418781057,2.2637051050519004,2.429687017037622,2.635761611451635,2.662593472145792,2.5949986278723602,2.77868652314465,2.729773709958234
2022-04-27,1.9667964188599707,1.8982727397987846,1.99784731303501,2.01886577689506,2.279010347339188,2.5020440427587918,2.656601047346211,2.685974531727126,2.663823551281625,2.8222845139425803,2.71105783868503
2022-04-28,1.9432491739498912,1.9566930078467168,2.0180107007745054,1.938485178361513,2.2754130616947883,2.4892239306863426,2.6845885453800995,2.727500770490892,2.6296076910538115,2.824698505412285,2.6996015440382433
2022-04-29,2.023034054049138,1.9309859873867208,1.9912995570905603,2.043551886802743,2.276667258529031,2.508661850103453,2.693050919480721,2.7030195708754614,2.6319334119436277,2.859719001726444,2.699715042497007
2022-04-30,2.0217156259280737,1.9872251150936826,2.0642844115568404,2.0354838439213303,2.344723692141605,2.5267387627937,2.651853393110491,2.6817060227109684,2.6229283025619448,2.8553674147200865,2.78555653971867
2022-05-01,2.0332655693415536,1.939515975505797,2.026808900311706,2.0336046972383173,2.3340429965126797,2.5150050375841815,2.7209350580466767,2.68364290534441,2.629719024331541,2.8163505760395964,2.7689954929485308
2022-05-02,1.992598974286763,1.9779881193808548,2.044288283770419,2.110237250136335,2.3599512427764378,2.525199171829647,2.7316026732795566,2.7037515070159883,2.62883024787945,2.8444265629473326,2.797861585238482
2022-05-03,2.0722797262172477,1.9544255356877607,2.0587537252435766,2.0371080779110033,2.377360329454754,2.5295199442408585,2.6706208043437183,2.7253123038853793,2.632608419883354,2.849112741805977,2.7657451798576496
2022-05-04,1.9984252774847633,2.0536784206650234,2.060814682613546,2.0537610795497407,2.3726650064801573,2.57264912020192,2.686510802985617,2.7647197800657195,2.662524473790026,2.8110052664457346,2.740228129059436
2022-05-05,2.068341350412949,1.9635046356642525,2.0826977538854226,2.134070039209869,2.392453286064434,2.5636801402199443,2.753643963182898,2.694490484719912,2.62342410833958,2.8388645446952885,2.7963901248165843
2022-05-06,2.126674353294354,2.0182067887206525,2.0483460547112204,2.057804776949706,2.3786321304017193,2.5652870880148955,2.7201669420326886,2.730880725121258,2.6241016643837654,2.8491570361146437,2.759240887886
2022-05-07,2.0414401640650035,2.037676287585107,2.0594206558769828,2.0746797046837067,2.35308008886085,2.528068066215474,2.6646167341011258,2.750552827784173,2.6275411303512985,2.9192591871486275,2.7703824170009295
2022-05-08,2.0643337180761803,2.0407993000798097,2.0524433773591158,2.095162596029344,2.428370461348894,2.562341320819877,2.6958336223582937,2.696938248855394,2.727444412698594,2.8859436521310027,2.765978076472018
2022-05-09,2.0944497191897837,2.0325208742657774,2.1078838667456696,2.1331595158808567,2.3868834432284904,2.6081362078170534,2.736933695841611,2.732645487697701,2.6868023748267182,2.9039958019849337,2.6823429385829423
2022-05-10,2.0864648751347983,2.0438511903675662,2.127290573066219,2.122509886384025,2.384384588801838,2.5897600415597135,2.7160911980600284,2.7429391545790516,2.684823910024112,2.843083412261801,2.8223611941464086
2022-05-11,2.0651299535798544,2.0586988938479656,2.1268524288499036,2.085809868804287,2.414985786121477,2.6158439596600367,2.745124688806778,2.745117677063864,2.6487407345240843,2.927761995476815,2.792400372541882
2022-05-12,2.123759510610326,2.0625859605132155,2.1725241927584222,2.1169111612560307,2.4007852897668767,2.656458370551526,2.7650217013440552,2.7803932996760476,2.7039236807374936,2.9348432719998216,2.7909983011310797
2022-05-13,2.099858636679391,2.1054969000345363,2.1312654244053326,2.122918228852867,2.4234687288290653,2.642002600804527,2.814417613728334,2.7754387442012676,2.686463948971751,2.839716297230041,2.782666142815778
2022-05-14,2.1559333192920453,2.152454061212548,2.1606134456244006,2.1470602141835675,2.45411128797898,2.6209972452548853,2.7683145272206935,2.76919521121313,2.701104512108748,2.882345591740954,2.7928207528618305
2022-05-15,2.124113599798228,2.078945105513223,2.1168923650174953,2.1703657655370017,2.462014240193707,2.6102078451486674,2.8156608387181543,2.8042705280039826,2.670080104207929,2.9221987453507334,2.7733809423230973
2022-05-16,2.208138433148323,2.064081206473196,2.147097199649109,2.178326153125524,2.432379973318888,2.556243282292752,2.832782364761076,2.848681591154904,2.7088672050735876,2.9304605826827497,2.813161204508595
